"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"5570","WASH","30/8/2015","Access to Safe Water","[REF1.1]Trucking to Communal facs.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","BALQA","Boys","OXFAM","   Urban areas - ","Direct appeal","None - Fund direct from Donors","No","2","1702",154,"# of benef","Al Balqa Governorate","Center","Urban"
"6810","WASH","30/8/2015","Access to Safe Water","[REF1.1]Trucking to Communal facs.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","BALQA","Boys","OXFAM","   Urban areas - ","Direct appeal","None - Fund direct from Donors","No","2","1702",239,"# of benef","Al Balqa Governorate","Center","Urban"
"58730","WASH","30/8/2015","Access to Safe Water","[REF1.1]Trucking to Communal facs.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","ZARQA","Boys","OXFAM","   Urban areas - ","Direct appeal","None - Fund direct from Donors","No","1","1712",576,"# of benef","Zarqa Governorate","North","Urban"
"61001","WASH","30/8/2015","Access to Safe Water","[REF1.1]Trucking to Communal facs.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","ZARQA","Boys","OXFAM","   Urban areas - ","Direct appeal","None - Fund direct from Donors","No","1","1712",405,"# of benef","Zarqa Governorate","North","Urban"
"63060","WASH","30/7/2015","Access to Safe Water","[REF1.1]Trucking to Communal facs.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water as per the agreed minimum standards.","ZARQA","Boys","OXFAM","   Urban areas - ","Direct appeal","None - Fund direct from Donors","No","1","1712",119,"# of benef","Zarqa Governorate","North","Urban"
"214","WASH","30/5/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","AJLOUN","Boys","ACF","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",193,"# of benef","Ajlun Governorate","North","Urban"
"562","WASH","30/4/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","AJLOUN","Boys","ACF","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",12,"# of benef","Ajlun Governorate","North","Urban"
"7412","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","BALQA","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1702",5,"# of benef","Al Balqa Governorate","Center","Urban"
"13530","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","AMMAN","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",5,"# of benef","Amman Governorate","Center","Urban"
"13643","WASH","30/5/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","AMMAN","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",19,"# of benef","Amman Governorate","Center","Urban"
"20208","WASH","30/5/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","IRBID","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",42,"# of benef","Irbid Governorate","North","Urban"
"21095","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","IRBID","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",5,"# of benef","Irbid Governorate","North","Urban"
"38500","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","KARAK","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","3","1704",0,"# of benef","Karak Governorate","South","Urban"
"28652","WASH","30/4/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",97,"# of benef","Liwa ar Ramtha","North","Urban"
"29494","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",0,"# of benef","Liwa ar Ramtha","North","Urban"
"33073","WASH","30/3/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",91,"# of benef","Liwa ar Ramtha","North","Urban"
"41524","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","MADABA","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1710",3,"# of benef","Madaba Governorate","Center","Urban"
"47172","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","MAFRAQ","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of benef","Mafraq Governorate","North","Urban"
"48623","WASH","30/5/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","MAFRAQ","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",19,"# of benef","Mafraq Governorate","North","Urban"
"59419","WASH","28/2/2015","Access to Safe Water","[REF1.2]Piped water networks","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","Urban/Rural Syrian Boys (Age 0-17) # with access to potable water  as per the agreed minimum standards.","ZARQA","Boys","Caritas","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",3,"# of benef","Zarqa Governorate","North","Urban"
